long,points,PTS,pa,PA,ab,AB,singles,1B,doubles,2B,triples,3B,home_runs,HR,walks,BB,strikeouts,K,sb,SB,cs,CS,runs,R,rbi,RBI,hbp,HBP,outs,O
7657 -- michael a. taylor -- WAS -- OF,6.93652,7.00100,4.52000,4.66300,4.14000,4.40000,0.51224,0.52800,0.19054,0.19500,0.01308,0.01100,0.14627,0.14600,0.24990,0.26300,1.38853,1.44500,0.15000,0.17400,0.06000,0.05300,0.55000,0.44400,0.30000,0.35800,0.02500,0.00000,1.70533,3.52000
8036 -- nick ahmed -- ARI -- SS,6.92229,7.12100,4.60000,4.81000,4.23000,4.47300,0.74688,0.79700,0.14619,0.15700,0.02091,0.01400,0.10000,0.11000,0.32172,0.33700,0.85497,0.90300,0.08000,0.09300,0.07000,0.08300,0.61000,0.54700,0.32000,0.33300,0.01000,0.00000,2.44733,3.39500
7391 -- khris davis -- MIL -- OF,6.90541,6.78700,4.52000,4.61800,4.07000,4.29900,0.51260,0.49500,0.23460,0.23500,0.00781,0.01000,0.14624,0.15600,0.30988,0.31900,1.01252,1.05800,0.03000,0.04100,0.01000,0.01100,0.58000,0.50100,0.34000,0.33200,0.04000,0.00000,2.00683,3.40300
347 -- adrian beltre -- TEX -- 3B,6.89515,7.18600,4.27000,4.32500,3.88000,4.00800,0.83284,0.83800,0.15915,0.17200,0.01042,0.01600,0.08875,0.10200,0.32503,0.31700,0.57467,0.58200,0.01000,0.00200,0.00000,0.00000,0.43000,0.46000,0.52000,0.55000,0.01500,0.00000,2.09819,2.88000
714 -- marlon byrd -- CIN -- OF,6.88427,7.19800,4.16000,4.34600,3.86000,4.15200,0.66391,0.72800,0.18163,0.17400,0.02850,0.03100,0.13811,0.14400,0.20265,0.19400,1.09514,1.17400,0.02000,0.01800,0.01000,0.00700,0.44000,0.42800,0.48000,0.56800,0.02500,0.00000,1.82752,3.07500
1431 -- edwin encarnacion -- TOR -- 1B,6.88207,6.80600,4.30000,4.42600,3.74000,3.88300,0.51077,0.52500,0.14966,0.15700,0.00971,0.01100,0.15245,0.14100,0.48966,0.54300,0.65844,0.69600,0.01000,0.01600,0.01000,0.01200,0.46000,0.43300,0.52000,0.47000,0.01500,0.00000,2.13791,3.04900
7558 -- manny machado -- BAL -- 3B,6.88002,7.54600,4.29000,4.41300,3.98000,4.16400,0.65920,0.67900,0.22202,0.25300,0.00667,0.01000,0.11244,0.12900,0.23230,0.24900,0.86763,0.88600,0.12000,0.15600,0.02000,0.02800,0.46000,0.47900,0.33000,0.34700,0.00500,0.00000,2.10503,3.09300
6054 -- jordy mercer -- PIT -- SS,6.87671,6.72300,4.61000,4.51200,4.25000,4.22400,0.71216,0.70800,0.25531,0.26700,0.01818,0.02400,0.06635,0.06400,0.25735,0.28800,0.64431,0.59600,0.04000,0.05000,0.01000,0.01400,0.62000,0.50700,0.34000,0.31000,0.02000,0.00000,2.33764,3.16100
6206 -- wilin rosario -- COL -- 1B/C,6.87584,7.02500,4.00000,4.09700,3.81000,3.96200,0.74449,0.71800,0.17942,0.18300,0.00000,0.00000,0.13876,0.15700,0.13882,0.13500,0.77319,0.77300,0.03000,0.03600,0.01000,0.00900,0.47000,0.42600,0.50000,0.55100,0.00500,0.00000,1.96337,2.90400
6198 -- eric hosmer -- KC -- 1B,6.83254,7.04100,4.13000,4.22800,3.77000,3.91800,0.67418,0.71300,0.21349,0.22000,0.01769,0.02100,0.08701,0.08100,0.30545,0.31000,0.66218,0.69600,0.05000,0.07200,0.02000,0.01500,0.44000,0.44500,0.51000,0.49200,0.00500,0.00000,1.87998,2.88300
4425 -- pablo sandoval -- BOS -- 3B,6.83087,6.31800,4.34000,4.26300,4.03000,4.04400,0.81063,0.74300,0.19465,0.20100,0.01690,0.01600,0.07442,0.07600,0.19320,0.21900,0.53252,0.57100,0.00000,0.00000,0.00000,0.00000,0.49000,0.41500,0.57000,0.46400,0.02000,0.00000,2.15870,3.00800
6191 -- mike moustakas -- KC -- 3B,6.80577,6.73000,4.35000,4.42600,3.97000,4.11700,0.65595,0.67900,0.23205,0.21900,0.00885,0.01800,0.10442,0.09900,0.28636,0.30900,0.57147,0.56700,0.02000,0.02800,0.02000,0.03100,0.51000,0.49300,0.43000,0.39100,0.02500,0.00000,2.13896,3.10200
2397 -- john jaso -- TB -- C,6.77106,6.70300,4.48000,4.51200,3.83000,3.98500,0.57078,0.57000,0.23209,0.26600,0.02040,0.01500,0.07638,0.07800,0.53063,0.52700,0.79978,0.80100,0.04000,0.03900,0.01000,0.01000,0.49000,0.43300,0.35000,0.33400,0.02500,0.00000,1.86991,3.05600
3143 -- brian mccann -- NYY -- C,6.75278,6.64200,4.26000,4.29400,3.86000,4.00700,0.63157,0.61100,0.14868,0.15200,0.00875,0.00700,0.16142,0.16000,0.28025,0.28700,0.66845,0.74900,0.01000,0.01300,0.01000,0.01100,0.45000,0.41400,0.44000,0.47400,0.03000,0.00000,2.03695,3.07700
6013 -- jason heyward -- STL -- OF,6.74828,6.55300,4.21000,4.33200,3.78000,3.93000,0.60396,0.62700,0.16755,0.16300,0.00867,0.01200,0.08100,0.08400,0.36466,0.40200,0.76478,0.77600,0.14000,0.13700,0.03000,0.02900,0.41000,0.35300,0.49000,0.39200,0.02500,0.00000,2.04183,3.04400
1450 -- alcides escobar -- KC -- SS,6.73702,6.79000,4.47000,4.55000,4.21000,4.35400,0.85638,0.91600,0.20421,0.20800,0.03538,0.02800,0.02610,0.02700,0.18136,0.19600,0.51705,0.48600,0.10000,0.13800,0.04000,0.04600,0.53000,0.46100,0.36000,0.29800,0.02000,0.00000,2.32120,3.17500
8651 -- devon travis -- TOR -- 2B,6.73649,6.32900,4.52000,4.63600,4.12000,4.32200,0.68102,0.67800,0.19643,0.20900,0.02912,0.03100,0.07622,0.06700,0.28803,0.31400,0.74559,0.75200,0.07000,0.07400,0.04000,0.05200,0.49000,0.37900,0.42000,0.34000,0.02500,0.00000,2.24780,3.33700
6160 -- danny espinosa -- WAS -- 2B/3B,6.69239,6.48700,4.40000,4.54200,4.03000,4.28200,0.46883,0.45900,0.23065,0.24800,0.01308,0.01300,0.14627,0.13500,0.23267,0.26000,1.21375,1.27000,0.06000,0.06600,0.02000,0.02100,0.52000,0.45500,0.35000,0.34900,0.05000,0.00000,1.78284,3.42700
6924 -- wilmer flores -- NYM -- 2B/SS,6.69202,6.96600,4.21000,4.34000,3.99000,4.15800,0.61231,0.64700,0.20489,0.20100,0.00864,0.00900,0.13355,0.15800,0.17304,0.18200,0.59473,0.57500,0.01000,0.01400,0.00000,0.00000,0.51000,0.47000,0.49000,0.49700,0.01500,0.00000,2.51396,3.14300
1800 -- jonny gomes -- ATL -- OF,6.68515,6.98300,4.08000,4.25700,3.47000,3.77100,0.57063,0.57300,0.15362,0.17000,0.00000,0.00000,0.14531,0.15400,0.47102,0.48600,1.03779,1.12500,0.01000,0.00800,0.01000,0.00900,0.42000,0.41600,0.43000,0.52400,0.04000,0.00000,1.49353,2.87400
9913 -- jung ho kang -- PIT -- 3B/SS,6.66914,6.41500,4.16000,4.10400,3.79000,3.80600,0.66592,0.70300,0.20803,0.18800,0.00909,0.00900,0.06635,0.06800,0.31249,0.29800,0.76960,0.76200,0.09000,0.08800,0.02000,0.01600,0.45000,0.37200,0.47000,0.43300,0.01000,0.00000,1.85837,2.83800
6598 -- matt carpenter -- STL -- 3B,6.63647,6.52800,4.54000,4.62700,3.83000,4.01600,0.60396,0.63000,0.23270,0.26200,0.01733,0.03000,0.05400,0.04100,0.60120,0.61100,0.89224,0.94500,0.03000,0.03800,0.02000,0.03700,0.51000,0.44200,0.30000,0.22800,0.02500,0.00000,1.93488,3.05300
6034 -- jonathan lucroy -- MIL -- C,6.61384,6.38500,4.41000,4.48900,3.93000,4.11000,0.69900,0.68600,0.20753,0.20900,0.01562,0.02400,0.07742,0.07800,0.38500,0.37900,0.54520,0.58700,0.01000,0.01200,0.01000,0.01400,0.51000,0.44200,0.37000,0.31800,0.01000,0.00000,2.25276,3.11300
5515 -- yonder alonso -- SD -- 1B,6.61339,6.85900,4.40000,4.61300,3.92000,4.17100,0.77764,0.80200,0.16826,0.18000,0.00893,0.01300,0.06412,0.07300,0.38829,0.44200,0.48525,0.52100,0.07000,0.07100,0.03000,0.03600,0.48000,0.47300,0.34000,0.30300,0.01000,0.00000,2.24211,3.10300
6239 -- brandon crawford -- SF -- SS,6.58782,6.52500,3.99000,4.04500,3.57000,3.68700,0.61453,0.63100,0.20633,0.20100,0.06375,0.06200,0.06200,0.05300,0.35631,0.35800,0.81521,0.83200,0.05000,0.05100,0.03000,0.03300,0.39000,0.37000,0.43000,0.47800,0.02000,0.00000,1.90130,2.74000
3824 -- jhonny peralta -- STL -- SS,6.57537,6.32400,4.32000,4.42500,3.87000,4.04300,0.63100,0.61700,0.20478,0.19900,0.00000,0.00000,0.09000,0.11000,0.39423,0.38200,0.90286,0.96000,0.01000,0.00600,0.01000,0.01000,0.48000,0.38700,0.48000,0.41500,0.01000,0.00000,1.94460,3.11700
1233 -- chris denorfia -- CHC -- OF,6.56762,6.38000,4.12000,4.12800,3.80000,3.86200,0.78055,0.79400,0.16503,0.17100,0.04190,0.04000,0.04415,0.04600,0.26706,0.26600,0.81417,0.81200,0.06000,0.06700,0.02000,0.02500,0.44000,0.34100,0.47000,0.43200,0.00500,0.00000,1.97905,2.81100
7567 -- kolten wong -- STL -- 2B,6.55679,6.38900,4.43000,4.52600,4.10000,4.24300,0.65805,0.65700,0.15824,0.17800,0.01733,0.01500,0.09000,0.08500,0.24639,0.28300,0.79664,0.81300,0.12000,0.12400,0.03000,0.03000,0.49000,0.38800,0.34000,0.32800,0.03000,0.00000,2.27519,3.30800
6281 -- kirk nieuwenhuis -- NYM -- OF,6.55574,7.14900,3.99000,4.16200,3.54000,3.71300,0.42039,0.44100,0.24803,0.27700,0.01727,0.01500,0.10016,0.10900,0.41732,0.44900,1.35938,1.37600,0.11000,0.11100,0.04000,0.04300,0.39000,0.45900,0.41000,0.47300,0.00500,0.00000,1.51456,2.87100
900 -- shin-soo choo -- TEX -- OF,6.55568,6.46500,4.49000,4.53600,3.81000,3.97600,0.62224,0.61300,0.15030,0.14300,0.01042,0.00800,0.08068,0.09300,0.55864,0.56000,1.12918,1.20400,0.01000,0.00900,0.01000,0.01000,0.50000,0.49600,0.40000,0.39000,0.05000,0.00000,1.72562,3.11900
5888 -- welington castillo -- ARI -- C,6.53965,6.74800,4.16000,4.39100,3.75000,4.05100,0.61742,0.64000,0.21441,0.22000,0.00000,0.00000,0.10909,0.11200,0.30222,0.34000,0.96432,1.06900,0.00000,0.00000,0.00000,0.00000,0.45000,0.45100,0.47000,0.51300,0.04000,0.00000,1.90348,3.07900
5684 -- colby rasmus -- HOU -- OF,6.53130,6.49000,4.11000,4.22100,3.67000,3.85500,0.42692,0.42000,0.17784,0.19800,0.01889,0.01400,0.15595,0.16700,0.37038,0.36600,1.30110,1.33900,0.04000,0.04200,0.01000,0.01400,0.41000,0.37800,0.44000,0.39400,0.01500,0.00000,1.22164,3.05600
5672 -- trevor plouffe -- MIN -- 3B,6.50766,6.21000,4.14000,4.12600,3.72000,3.83500,0.56437,0.54300,0.20537,0.20800,0.02167,0.01600,0.10545,0.10900,0.32491,0.29100,0.71236,0.72800,0.02000,0.02100,0.01000,0.01600,0.43000,0.36100,0.47000,0.47300,0.01500,0.00000,1.84911,2.95900
7625 -- evan gattis -- HOU -- 1B,6.45933,6.38500,4.22000,4.33000,3.92000,4.12100,0.46877,0.49500,0.16005,0.14600,0.01889,0.01600,0.17328,0.18800,0.19944,0.20900,0.94971,0.97900,0.00000,0.00000,0.00000,0.00000,0.45000,0.39000,0.51000,0.48200,0.02500,0.00000,1.70683,3.27600
5836 -- drew stubbs -- COL -- OF,6.39501,6.11600,3.78000,3.83800,3.44000,3.54500,0.63963,0.64700,0.11962,0.10400,0.01684,0.02200,0.09795,0.07900,0.28690,0.29300,1.14093,1.19700,0.17000,0.16900,0.03000,0.03200,0.36000,0.29000,0.33000,0.37100,0.01000,0.00000,1.37744,2.69300
5683 -- wilson ramos -- WAS -- C,6.38712,7.01400,4.07000,4.28200,3.85000,4.09100,0.59037,0.64100,0.17048,0.16100,0.00000,0.00000,0.17761,0.19500,0.16373,0.19100,0.66028,0.67800,0.00000,0.00000,0.00000,0.00000,0.40000,0.44500,0.43000,0.53200,0.00000,0.00000,2.08321,3.09400
2478 -- adam jones -- BAL -- OF,6.38048,6.18300,4.06000,4.22000,3.84000,4.10700,0.63135,0.67100,0.17156,0.17200,0.01333,0.01200,0.14055,0.13000,0.10324,0.11300,0.84538,0.86200,0.03000,0.03200,0.01000,0.01700,0.40000,0.35400,0.46000,0.42700,0.03000,0.00000,2.02634,3.12200
1194 -- alejandro de aza -- BOS -- OF,6.36465,6.17200,4.12000,4.07000,3.80000,3.87100,0.63896,0.65700,0.18538,0.18400,0.05069,0.05700,0.05953,0.06300,0.21000,0.19900,0.84842,0.84500,0.11000,0.08900,0.07000,0.07200,0.41000,0.35700,0.41000,0.39100,0.02500,0.00000,1.75752,2.91000
5752 -- austin jackson -- SEA -- OF,6.34574,5.91300,4.42000,4.39400,4.08000,4.16800,0.65215,0.66500,0.17365,0.17200,0.02447,0.01700,0.05154,0.05200,0.22993,0.22600,0.87876,0.90200,0.17000,0.17800,0.09000,0.09400,0.50000,0.39600,0.33000,0.22800,0.01000,0.00000,1.90326,3.26200
2837 -- adam lind -- MIL -- 1B,6.34321,6.55300,4.07000,4.22800,3.64000,3.80400,0.66172,0.67900,0.16241,0.16400,0.00781,0.01000,0.10323,0.11200,0.37561,0.42400,0.75939,0.78400,0.00000,0.00000,0.00000,0.00000,0.40000,0.39700,0.45000,0.42700,0.00000,0.00000,1.80024,2.83900
2885 -- evan longoria -- TB -- 3B,6.33867,5.79900,4.25000,4.30700,3.79000,3.95100,0.52819,0.55500,0.17407,0.16100,0.01020,0.01900,0.11033,0.09500,0.34444,0.35600,0.89089,0.93700,0.03000,0.03500,0.01000,0.01100,0.44000,0.33700,0.48000,0.34400,0.02000,0.00000,1.82362,3.12100
6014 -- ike davis -- OAK -- 1B,6.31633,6.72600,4.19000,4.37100,3.64000,3.89500,0.46064,0.51000,0.22407,0.25900,0.00000,0.00000,0.11452,0.11300,0.46939,0.47600,1.02315,1.09600,0.01000,0.01500,0.01000,0.01000,0.42000,0.42200,0.43000,0.46000,0.00000,0.00000,1.84232,3.01300
8362 -- eddie rosario -- MIN -- OF,6.30335,6.29500,4.03000,4.00200,3.80000,3.82700,0.62913,0.62200,0.15403,0.16800,0.06500,0.06900,0.07909,0.07700,0.16245,0.17500,0.88814,0.89700,0.12000,0.12500,0.07000,0.06200,0.38000,0.31200,0.39000,0.39600,0.00500,0.00000,1.72646,2.89100
9503 -- david peralta -- ARI -- OF,6.29859,6.74000,3.94000,4.18200,3.59000,3.85500,0.60746,0.62700,0.17542,0.17800,0.07318,0.08400,0.08182,0.07600,0.28273,0.32700,0.75555,0.87800,0.05000,0.07700,0.03000,0.02500,0.33000,0.35600,0.38000,0.41800,0.01000,0.00000,1.96623,2.89000
5127 -- shane victorino -- BOS -- OF,6.29182,6.05700,4.01000,3.94800,3.68000,3.75400,0.72480,0.70400,0.17611,0.16500,0.02534,0.02600,0.05209,0.05600,0.20160,0.19400,0.55057,0.60300,0.12000,0.12000,0.01000,0.00900,0.36000,0.35200,0.37000,0.33900,0.03500,0.00000,1.92946,2.80300
6142 -- mitch moreland -- TEX -- 1B,6.29119,6.79300,4.16000,4.21500,3.76000,3.88000,0.58395,0.59500,0.15915,0.15300,0.01042,0.01800,0.12102,0.14400,0.32503,0.33500,0.97795,0.99100,0.01000,0.01100,0.00000,0.00000,0.42000,0.43500,0.44000,0.53200,0.01500,0.00000,1.81386,2.97000
504 -- jason bourgeois -- CIN -- OF,6.28621,6.29300,3.83000,4.03800,3.63000,3.81900,0.76155,0.82500,0.11099,0.10900,0.03800,0.03100,0.01841,0.02200,0.18423,0.21900,0.40940,0.43600,0.35000,0.28700,0.10000,0.10800,0.27000,0.26900,0.25000,0.30500,0.00000,0.00000,2.39468,2.83200
6754 -- kyle seager -- SEA -- 3B,6.26501,6.06300,4.08000,4.12500,3.71000,3.85000,0.58259,0.61800,0.15629,0.15700,0.00816,0.00300,0.12026,0.12200,0.26399,0.27500,0.58584,0.57300,0.03000,0.03200,0.03000,0.03300,0.41000,0.35600,0.49000,0.41200,0.02500,0.00000,1.88505,2.95000
769 -- robinson cano -- SEA -- 2B,6.26484,6.16400,4.31000,4.29400,3.95000,4.02600,0.71302,0.71000,0.21707,0.23400,0.00816,0.00600,0.06013,0.06400,0.24696,0.26800,0.56753,0.57600,0.04000,0.04600,0.03000,0.03000,0.45000,0.39400,0.40000,0.34100,0.02000,0.00000,1.98522,3.01200
6371 -- cesar hernandez -- PHI -- 2B/SS,6.24894,6.20700,4.35000,4.49100,3.91000,4.09700,0.79439,0.80700,0.17570,0.20100,0.01100,0.01200,0.00841,0.00700,0.37257,0.39400,0.85935,0.87300,0.14000,0.14700,0.08000,0.07400,0.45000,0.38000,0.30000,0.24000,0.01500,0.00000,2.04975,3.07000
8399 -- adam eaton -- CWS -- OF,6.23952,5.97800,4.43000,4.49000,4.06000,4.23400,0.68803,0.67400,0.16584,0.19000,0.06667,0.07300,0.03524,0.04000,0.26026,0.25600,0.82689,0.82800,0.08000,0.09800,0.04000,0.04200,0.45000,0.36000,0.32000,0.19200,0.04000,0.00000,2.19988,3.25700
6664 -- tyler saladino -- CWS -- 1B/SS,6.21124,5.76600,4.32000,4.38200,3.88000,4.08900,0.56294,0.52700,0.15608,0.17100,0.02857,0.03200,0.05286,0.05200,0.29744,0.29300,1.08802,1.10200,0.18000,0.17600,0.04000,0.03200,0.42000,0.33100,0.33000,0.24500,0.03500,0.00000,1.95545,3.30700
1453 -- yunel escobar -- WAS -- 3B/SS,6.20567,5.94400,4.29000,4.44800,3.93000,4.15900,0.74665,0.80200,0.16045,0.17900,0.00654,0.00700,0.06269,0.04900,0.26714,0.28900,0.53405,0.53200,0.02000,0.01900,0.02000,0.02000,0.47000,0.42600,0.46000,0.30600,0.01500,0.00000,2.21886,3.12200
7008 -- yangervis solarte -- SD -- 1B/2B,6.18634,6.48700,4.51000,4.71500,4.06000,4.32400,0.71206,0.72100,0.17668,0.18200,0.00893,0.00600,0.07327,0.09900,0.35131,0.39100,0.42926,0.42200,0.01000,0.01600,0.01000,0.00800,0.51000,0.47100,0.29000,0.29400,0.01500,0.00000,2.46632,3.31600
6117 -- starlin castro -- CHC -- SS,6.18252,6.33000,4.01000,4.01500,3.76000,3.82300,0.78055,0.78900,0.18444,0.19900,0.01048,0.01300,0.06181,0.07100,0.19339,0.19200,0.71111,0.71900,0.05000,0.04400,0.04000,0.04100,0.39000,0.34300,0.42000,0.47300,0.02000,0.00000,2.02954,2.75100
7744 -- christian yelich -- MIA -- OF,6.18029,6.11900,4.14000,4.41400,3.69000,3.90500,0.69047,0.71100,0.15137,0.14600,0.02238,0.01900,0.04723,0.03900,0.44033,0.50900,1.05629,1.14300,0.10000,0.11800,0.03000,0.04800,0.40000,0.35800,0.28000,0.24300,0.01000,0.00000,1.95972,2.99000
5827 -- alex avila -- DET -- C,6.15249,6.10700,4.26000,4.38600,3.61000,3.81600,0.48688,0.49700,0.16456,0.17500,0.00000,0.00000,0.09460,0.10000,0.54653,0.57000,1.12417,1.13900,0.01000,0.00500,0.01000,0.01700,0.45000,0.40200,0.44000,0.40300,0.01000,0.00000,1.56079,3.04400
2186 -- aaron hill -- ARI -- 2B/3B,6.14756,6.47500,4.05000,4.29400,3.69000,3.99800,0.61742,0.66700,0.17542,0.16400,0.01045,0.00800,0.09091,0.10400,0.28273,0.29600,0.69590,0.71500,0.06000,0.06000,0.03000,0.02400,0.39000,0.39900,0.40000,0.45400,0.02000,0.00000,2.18587,3.05500
5700 -- carlos santana -- CLE -- 1B/3B,6.11745,6.80600,4.02000,4.17800,3.31000,3.49300,0.44031,0.45000,0.13789,0.13800,0.00000,0.00000,0.10849,0.13600,0.64607,0.68500,0.76046,0.78300,0.05000,0.05400,0.02000,0.02000,0.37000,0.45900,0.38000,0.44400,0.01000,0.00000,1.95093,2.76900
8003 -- rougned odor -- TEX -- 2B,6.07553,6.13500,4.04000,4.11400,3.72000,3.90200,0.62224,0.64700,0.13262,0.16500,0.07292,0.09100,0.06455,0.05500,0.22346,0.21200,0.75615,0.76600,0.10000,0.07900,0.07000,0.05600,0.35000,0.30400,0.36000,0.38800,0.04500,0.00000,1.99034,2.94400
7493 -- eugenio suarez -- CIN -- SS,6.06411,6.17500,3.94000,4.14200,3.58000,3.91400,0.65415,0.65300,0.19172,0.22000,0.02850,0.03100,0.06445,0.06900,0.23029,0.22800,0.93138,0.97400,0.09000,0.08400,0.04000,0.03200,0.31000,0.31000,0.36000,0.37300,0.05000,0.00000,1.78551,2.94100
2317 -- nick hundley -- COL -- C,6.03878,5.68800,3.89000,3.96900,3.61000,3.71500,0.69206,0.70300,0.17088,0.16700,0.01684,0.01000,0.08162,0.06500,0.20361,0.25400,0.80148,0.83500,0.04000,0.04600,0.04000,0.04500,0.38000,0.30500,0.42000,0.37800,0.01500,0.00000,1.82974,2.77000
2082 -- chase headley -- NYY -- 3B,6.03492,5.91700,4.15000,4.17600,3.70000,3.84300,0.62229,0.62500,0.20443,0.20700,0.00875,0.01100,0.07646,0.07000,0.34565,0.33300,0.81700,0.83900,0.02000,0.02100,0.01000,0.00800,0.37000,0.39900,0.37000,0.33300,0.03000,0.00000,1.74870,2.93000
7607 -- andrew susac -- SF -- C,6.02503,6.21500,3.88000,3.92900,3.45000,3.58000,0.62460,0.65700,0.21615,0.21800,0.02125,0.02100,0.06975,0.06500,0.36649,0.34900,1.02656,1.05100,0.00000,0.00000,0.00000,0.00000,0.36000,0.33500,0.35000,0.48400,0.02500,0.00000,1.56329,2.61900
3389 -- kendrys morales -- KC -- 1B,6.01270,6.30200,4.02000,4.11800,3.65000,3.80800,0.55574,0.62000,0.21349,0.21600,0.00000,0.00000,0.09571,0.09600,0.30545,0.31000,0.60776,0.63400,0.00000,0.00000,0.00000,0.00000,0.41000,0.42400,0.43000,0.46700,0.01500,0.00000,1.93753,2.87600
5969 -- chris carter -- HOU -- 1B,5.97508,5.88100,4.00000,4.11800,3.40000,3.60200,0.31810,0.32400,0.12449,0.11100,0.00944,0.01600,0.16461,0.16200,0.50334,0.51600,1.32010,1.35600,0.03000,0.03000,0.01000,0.00900,0.39000,0.36700,0.36000,0.35400,0.02000,0.00000,1.11767,2.98900
7182 -- andrelton simmons -- ATL -- SS,5.97029,6.23000,3.97000,4.14600,3.69000,3.85100,0.68869,0.74400,0.18242,0.17000,0.03826,0.02900,0.07750,0.07300,0.23551,0.29500,0.31788,0.33700,0.02000,0.02200,0.02000,0.01900,0.35000,0.32400,0.33000,0.43800,0.01000,0.00000,2.40396,2.83500
7457 -- johnny monell -- NYM -- C,5.94900,6.82800,3.88000,4.05200,3.53000,3.72900,0.44781,0.46500,0.22646,0.26900,0.00864,0.00500,0.12242,0.14500,0.28500,0.32300,1.06202,1.11600,0.03000,0.04000,0.02000,0.02200,0.36000,0.38100,0.37000,0.51700,0.02000,0.00000,1.76183,2.84500
1157 -- chris davis -- BAL -- 1B,5.94882,5.93500,3.95000,4.10900,3.47000,3.75200,0.34353,0.38200,0.15138,0.17300,0.00000,0.00000,0.17803,0.15800,0.33554,0.35700,1.50166,1.57900,0.00000,0.00000,0.00000,0.00000,0.40000,0.40000,0.43000,0.41500,0.02500,0.00000,1.37712,3.03900
3075 -- russell martin -- TOR -- C,5.93537,6.22200,4.08000,4.21800,3.49000,3.74000,0.52869,0.53900,0.14966,0.17900,0.00971,0.01000,0.09316,0.09900,0.46085,0.47800,0.80369,0.82600,0.04000,0.03600,0.04000,0.02800,0.37000,0.39600,0.36000,0.38400,0.04500,0.00000,1.79824,2.91300
6474 -- clint robinson -- WAS -- OF,5.93187,6.17600,3.96000,4.16500,3.54000,3.80500,0.53828,0.54500,0.19054,0.20600,0.01308,0.00700,0.11493,0.11600,0.31023,0.36000,0.49521,0.51400,0.01000,0.00700,0.01000,0.01100,0.34000,0.37700,0.37000,0.40400,0.02000,0.00000,2.03476,2.93100
2882 -- james loney -- TB -- 1B,5.93006,5.53400,4.14000,4.21400,3.81000,3.92600,0.69857,0.72400,0.17407,0.15600,0.00000,0.00000,0.05941,0.05300,0.26997,0.28800,0.48594,0.51400,0.04000,0.05200,0.02000,0.02300,0.38000,0.28300,0.45000,0.34800,0.00500,0.00000,2.09207,2.99300
4030 -- aramis ramirez -- MIL -- 3B,5.92748,5.95200,3.96000,4.13100,3.64000,3.91600,0.60580,0.56200,0.18948,0.21900,0.00000,0.00000,0.11183,0.12200,0.19720,0.21500,0.58415,0.66400,0.01000,0.00500,0.00000,0.00000,0.36000,0.30600,0.40000,0.44200,0.04000,0.00000,2.01667,3.01300
7557 -- francisco lindor -- CLE -- SS,5.92308,5.60800,4.36000,4.48600,4.05000,4.25800,0.69471,0.71500,0.11950,0.12600,0.01692,0.01100,0.05425,0.05300,0.22179,0.22800,0.92714,0.96200,0.12000,0.11100,0.04000,0.05400,0.44000,0.34700,0.34000,0.30900,0.02000,0.00000,2.36221,3.35300
6321 -- anthony gose -- DET -- OF,5.89585,5.90300,3.92000,4.05200,3.62000,3.79900,0.63668,0.64500,0.14627,0.15800,0.05182,0.04600,0.02580,0.03000,0.24594,0.25300,0.85219,0.91500,0.20000,0.17800,0.09000,0.07400,0.33000,0.35500,0.29000,0.27600,0.01500,0.00000,1.75089,2.92000
862 -- francisco cervelli -- PIT -- C,5.89313,5.69400,4.05000,3.99300,3.61000,3.67500,0.72141,0.74500,0.16075,0.19100,0.01818,0.01700,0.04147,0.03300,0.31249,0.31800,0.62642,0.65600,0.02000,0.01600,0.01000,0.01400,0.38000,0.30100,0.41000,0.37400,0.04000,0.00000,1.84859,2.68900
728 -- melky cabrera -- CWS -- OF,5.88621,5.63400,4.21000,4.30300,3.89000,4.07100,0.72377,0.74100,0.16584,0.15800,0.01905,0.02000,0.05286,0.06500,0.23237,0.23200,0.54401,0.54300,0.01000,0.00700,0.00000,0.00000,0.39000,0.31000,0.45000,0.34600,0.00500,0.00000,2.28787,3.08700
9560 -- robert refsnyder -- NYY -- ,5.86606,5.95500,3.93000,3.95100,3.52000,3.69100,0.60371,0.61200,0.21373,0.22900,0.01750,0.01700,0.05097,0.04900,0.30828,0.26000,0.73344,0.78400,0.10000,0.08200,0.03000,0.03100,0.32000,0.37900,0.29000,0.36100,0.03000,0.00000,1.70066,2.78400
7342 -- justin bour -- MIA -- 1B,5.86238,6.33500,3.92000,4.22800,3.47000,3.82000,0.60416,0.60900,0.12974,0.16100,0.00000,0.00000,0.10234,0.11600,0.37889,0.40800,0.97763,1.07700,0.01000,0.01100,0.00000,0.00000,0.35000,0.38600,0.42000,0.45000,0.01500,0.00000,1.87262,2.93400
2269 -- ryan howard -- PHI -- 1B,5.85079,5.30900,4.13000,4.30300,3.74000,4.02600,0.47663,0.48500,0.18604,0.18200,0.01100,0.01800,0.10095,0.08200,0.28660,0.27700,1.25833,1.31700,0.00000,0.00000,0.00000,0.00000,0.42000,0.34300,0.47000,0.37000,0.02000,0.00000,1.71489,3.25900
6884 -- marwin gonzalez -- HOU -- 3B/SS,5.85043,5.49100,4.44000,4.54800,4.19000,4.32800,0.58597,0.63200,0.20451,0.21300,0.00000,0.00000,0.06931,0.05800,0.21843,0.22000,0.82625,0.86600,0.06000,0.05400,0.04000,0.04500,0.47000,0.31600,0.38000,0.34900,0.01000,0.00000,2.00141,3.42500
